area,crm_cd,vict_age,vict_sex,vict_descent,premis_cd,month,day,temp,humidity,precip,windspeed,winddir,sealevelpressure,cloudcover,visibility,uvindex,moonphase,conditions,sunset_time_difference,sunrise_time_difference,hour_crime_occ
11,354,8,M,H,501,1,1,15.2,48.9,0.0,12.0,27.6,1015.7,1.9,15.3,5,0.21,Clear,9,1,8
12,354,26,F,H,501,10,3,20.5,74.9,0.0,13.8,234.0,1014.1,1.7,16.0,8,0.28,Clear,15,3,3
16,354,44,F,H,501,4,6,15.0,72.8,27.105,13.4,211.4,1012.6,76.7,13.4,4,0.46,"Rain, Partially cloudy",5,17,0
15,354,36,F,W,501,1,3,12.8,84.8,1.613,18.1,88.4,1017.5,100.0,12.8,2,0.39,"Rain, Overcast",17,7,0
11,354,48,M,B,501,10,5,23.5,62.7,0.0,8.8,287.3,1014.6,7.4,8.3,7,0.63,Clear,11,1,8
5,354,50,F,O,203,1,19,14.0,79.2,0.0,8.8,283.3,1020.7,51.5,11.7,5,0.56,Partially cloudy,2,8,15
15,354,34,F,W,101,9,30,21.4,75.8,0.0,10.9,217.4,1011.3,49.6,15.3,8,0.17,Partially cloudy,11,1,8
21,354,42,M,W,502,8,22,27.7,58.9,0.0,20.1,242.0,1009.9,4.7,10.1,9,0.13,Clear,2,15,22
16,354,68,M,H,501,12,22,14.8,66.3,0.0,6.8,41.6,1017.1,10.6,14.1,5,0.26,Clear,4,14,21
19,354,53,F,H,501,3,17,13.8,72.6,0.0,12.8,248.9,1016.8,14.5,14.9,6,0.86,Clear,1,13,20
8,354,40,M,W,101,4,17,16.5,66.9,0.0,9.9,267.7,1014.0,25.2,15.3,10,0.19,Partially cloudy,16,3,3
8,354,37,F,H,502,10,1,17.7,63.1,0.0,10.6,180.9,1012.1,51.4,16.0,3,0.58,Partially cloudy,9,3,10
21,354,74,M,W,501,3,18,13.1,54.4,0.0,16.3,272.1,1009.4,1.8,16.0,8,0.81,Clear,10,2,9
11,354,52,M,W,501,3,22,11.4,80.4,12.645,11.7,137.2,1016.3,86.7,14.2,4,0.03,"Rain, Partially cloudy",9,3,10
18,354,32,M,B,501,3,2,17.8,37.7,0.0,8.6,260.0,1015.4,2.6,16.0,8,0.0,Clear,5,7,13
19,354,23,M,B,501,4,5,16.0,64.5,2.721,10.7,259.1,1011.6,76.9,15.9,3,0.42,"Rain, Partially cloudy",3,9,16
14,354,30,M,A,501,9,15,22.6,58.6,0.0,14.2,256.3,1015.6,3.5,5.6,7,0.95,Clear,3,9,16
15,354,53,F,H,502,1,1,13.4,73.2,12.595,12.7,281.8,1007.8,37.0,15.5,3,0.32,"Rain, Partially cloudy",9,1,8
21,354,59,M,W,501,5,12,17.9,71.7,0.0,17.3,268.3,1015.9,74.5,15.5,10,0.03,Partially cloudy,3,11,17
16,354,34,F,W,501,12,11,13.4,70.6,0.0,6.6,281.3,1019.1,49.2,14.1,4,0.9,Partially cloudy,12,2,5
11,354,74,F,H,501,8,18,22.6,71.6,0.02,8.7,232.1,1011.5,99.1,13.3,5,0.37,"Rain, Overcast",12,2,8
21,354,49,F,A,501,6,17,22.4,68.1,0.427,17.3,260.6,1008.6,3.1,15.1,10,0.25,Rain,20,6,0
11,354,26,F,W,502,2,2,13.3,42.2,0.0,7.9,261.3,1025.3,3.9,15.9,4,0.4,Clear,16,5,2
18,354,24,F,B,502,1,1,11.4,59.2,0.0,9.9,332.4,1019.0,27.0,15.5,6,0.97,Partially cloudy,7,3,10
20,354,35,F,B,502,11,15,18.3,61.2,0.0,10.1,260.9,1017.9,21.2,14.5,6,0.38,Partially cloudy,9,2,8
21,354,47,F,W,501,1,21,16.2,49.6,0.0,10.1,247.3,1016.1,0.7,15.8,6,0.28,Clear,2,12,19
7,354,39,F,W,501,7,30,20.5,69.5,0.0,12.9,282.6,1013.0,38.7,12.2,10,0.36,Partially cloudy,1,15,21
3,354,39,M,W,501,6,1,17.6,70.4,0.0,9.0,242.1,1013.4,100.0,15.8,2,0.42,Overcast,10,5,10
7,354,33,M,W,501,11,25,16.1,30.6,0.0,12.4,278.9,1023.5,1.7,15.9,3,0.07,Clear,2,12,19
20,354,59,M,A,502,4,11,17.1,70.0,0.0,10.2,268.0,1008.4,50.6,13.5,9,0.0,Partially cloudy,6,7,13
3,354,26,F,H,502,1,3,12.8,84.8,1.613,18.1,88.4,1017.5,100.0,12.8,2,0.39,"Rain, Overcast",9,1,8
3,354,24,F,H,502,2,9,17.4,37.1,0.0,9.1,299.0,1022.0,0.2,16.0,5,0.64,Clear,8,3,9
10,354,26,M,W,501,6,6,19.3,66.6,0.0,13.2,251.8,1012.4,52.7,16.0,8,0.53,Partially cloudy,5,9,15
12,354,25,F,B,501,10,2,17.6,67.8,0.0,12.0,230.5,1014.8,2.0,16.0,5,0.61,Clear,9,3,10
15,354,66,M,O,502,3,19,15.2,66.2,1.441,16.9,115.9,1014.9,84.6,13.8,2,0.93,"Rain, Partially cloudy",1,11,18
10,354,44,F,W,501,3,4,14.0,69.2,0.089,20.5,246.2,1013.9,63.8,15.8,5,0.07,"Rain, Partially cloudy",5,7,13
3,354,49,F,B,502,7,6,20.5,72.7,0.0,14.1,237.2,1013.4,34.1,16.0,10,0.25,Partially cloudy,13,2,8
21,354,30,M,W,501,11,1,19.7,62.7,0.0,8.6,272.0,1017.8,7.7,11.8,6,0.54,Clear,6,4,10
19,354,33,F,W,502,8,2,24.1,60.7,0.0,19.8,222.7,1015.0,2.4,15.7,7,0.53,Clear,20,6,0
11,354,66,M,W,501,9,21,21.4,71.1,0.0,9.4,261.0,1012.9,49.0,9.9,8,0.15,Partially cloudy,9,3,10
3,354,21,M,W,501,2,16,15.9,53.3,0.0,16.4,304.7,1014.1,26.1,15.2,7,0.16,Partially cloudy,7,4,11
17,354,39,F,H,502,2,1,20.3,33.3,0.0,12.6,330.1,1021.1,0.2,16.0,7,0.25,Clear,1,11,18
7,354,44,F,W,502,8,20,26.8,61.7,0.0,11.7,256.2,1007.1,1.2,13.5,9,0.06,Clear,2,15,22
10,354,57,M,W,501,4,19,20.3,49.3,0.0,13.2,261.3,1014.7,0.3,15.7,10,0.25,Clear,6,7,13
18,354,43,F,B,502,12,2,13.7,84.1,2.432,11.2,92.2,1019.6,95.8,11.8,2,0.31,"Rain, Overcast",11,1,6
5,354,33,F,H,501,6,11,17.8,73.7,0.0,9.9,214.4,1012.9,99.4,15.8,3,0.77,Overcast,1,14,19
15,354,52,M,H,502,1,26,9.5,46.6,0.0,11.1,326.5,1015.2,9.3,15.9,6,0.44,Clear,9,1,8
3,354,41,M,H,501,4,1,22.4,19.3,0.0,9.0,3.4,1011.9,5.6,16.0,8,0.64,Clear,11,1,8
14,354,56,F,W,501,10,12,20.5,79.0,0.692,18.0,257.7,1017.4,71.8,15.5,8,0.59,"Rain, Partially cloudy",10,1,8
12,354,53,F,W,501,1,17,13.0,70.1,5.218,10.0,115.8,1022.1,18.9,15.1,6,0.75,Rain,8,2,9
4,354,36,F,B,502,6,2,18.5,66.1,0.0,15.4,243.5,1014.5,59.6,16.0,7,0.46,Partially cloudy,12,2,8
5,354,48,F,H,501,12,3,15.6,79.9,0.0,10.3,258.3,1018.5,14.2,14.0,3,0.35,Clear,6,4,11
2,354,42,F,A,502,11,26,15.7,28.3,0.0,6.9,266.4,1019.1,1.4,16.0,6,0.75,Clear,8,2,9
11,354,29,F,B,501,8,12,23.8,60.2,0.0,14.6,249.6,1012.6,2.1,16.0,9,0.52,Clear,9,4,10
14,354,65,M,W,501,3,16,18.6,54.7,0.0,18.1,283.7,1015.6,10.1,14.7,8,0.45,Clear,9,3,10
18,354,26,M,B,501,7,1,20.0,67.8,0.0,10.4,269.0,1011.6,63.4,15.9,10,0.38,Partially cloudy,7,8,14
15,354,51,F,W,502,5,13,17.8,75.4,0.0,11.1,225.5,1011.4,50.5,12.1,7,0.79,Partially cloudy,12,2,8
15,354,26,F,W,502,9,2,22.9,79.3,0.773,11.1,162.0,1015.5,99.9,13.2,1,0.59,"Rain, Overcast",12,1,7
12,354,39,M,O,501,6,10,19.5,50.6,0.0,29.2,255.7,1017.3,0.2,16.0,10,0.0,Clear,12,2,8
20,354,29,F,H,501,10,2,20.6,71.2,0.0,9.1,243.9,1013.3,49.1,16.0,8,0.25,Partially cloudy,12,0,7
12,354,33,F,B,501,12,1,14.0,63.5,0.0,9.9,133.6,1017.0,84.7,16.0,1,0.28,Partially cloudy,10,0,6
16,354,31,F,O,501,6,8,19.0,56.7,0.0,19.7,256.2,1015.8,47.4,16.0,10,0.94,Partially cloudy,11,4,9
18,354,30,F,B,501,2,2,13.3,42.2,0.0,7.9,261.3,1025.3,3.9,15.9,4,0.4,Clear,11,1,6
5,354,41,M,H,501,5,28,19.3,72.0,0.0,12.7,265.9,1013.7,56.3,12.4,10,0.22,Partially cloudy,7,7,13
16,354,29,F,W,501,7,5,20.3,69.8,0.0,10.2,278.8,1014.2,43.6,13.1,10,0.86,Partially cloudy,3,11,17
3,354,49,F,B,501,10,13,19.8,80.2,0.0,9.5,232.1,1015.1,85.8,10.9,7,0.63,Partially cloudy,5,7,14
8,354,55,F,W,501,4,3,15.5,74.9,0.0,12.9,261.9,1014.0,89.6,16.0,6,0.08,Partially cloudy,18,5,2
15,354,34,F,O,101,5,1,17.2,69.9,0.0,21.8,232.6,1010.1,34.8,14.9,9,0.03,Partially cloudy,19,6,0
21,354,38,F,H,501,2,3,14.9,44.0,0.0,9.2,281.2,1022.5,4.4,16.0,6,0.44,Clear,8,2,9
20,354,34,M,K,502,6,24,20.6,70.5,0.0,19.7,254.1,1011.1,11.3,14.0,10,0.85,Clear,4,11,16
2,354,38,F,H,501,1,3,10.8,50.8,0.0,7.0,320.8,1022.5,1.1,16.0,6,0.03,Clear,17,7,0
13,354,22,F,B,501,2,1,12.2,40.2,0.0,9.1,264.7,1020.8,0.7,16.0,4,0.37,Clear,7,3,10
15,354,59,M,H,501,7,5,23.6,59.6,0.0,18.5,257.6,1011.9,4.4,9.0,10,0.52,Clear,20,6,0
3,354,47,F,B,501,4,7,17.1,64.3,0.0,22.7,241.3,1017.1,4.3,15.5,10,0.85,Clear,14,1,6
10,354,64,M,O,501,12,9,11.6,68.1,0.0,6.5,288.1,1020.8,2.4,15.9,3,0.55,Clear,2,12,19
12,354,26,M,B,502,10,6,21.0,79.3,0.0,11.0,240.4,1016.0,65.6,10.5,7,0.39,Partially cloudy,13,1,6
20,354,34,M,B,502,6,30,19.2,75.7,0.0,19.2,238.8,1012.0,29.8,11.5,8,0.41,Partially cloudy,20,6,0
16,354,48,F,H,501,10,3,20.5,74.9,0.0,13.8,234.0,1014.1,1.7,16.0,8,0.28,Clear,2,10,17
9,354,63,F,W,501,3,20,14.0,81.0,0.769,22.9,219.4,1013.3,95.2,13.2,4,0.97,"Rain, Overcast",17,5,2
6,354,28,F,H,502,2,3,14.9,44.0,0.0,9.2,281.2,1022.5,4.4,16.0,6,0.44,Clear,3,7,14
8,354,72,M,W,501,6,4,19.7,66.5,0.0,13.0,274.5,1013.6,14.1,15.4,10,0.81,Clear,6,8,14
16,354,40,M,H,501,12,6,14.0,42.3,0.0,11.5,281.1,1020.8,1.3,15.5,6,0.73,Clear,6,4,10
18,354,32,F,B,501,3,3,14.8,69.6,0.0,10.7,128.2,1012.7,31.5,13.3,8,0.04,Partially cloudy,16,4,2
3,354,31,M,B,502,11,6,15.3,70.1,0.0,11.0,230.9,1013.0,7.4,15.8,6,0.44,Clear,11,0,6
3,354,50,M,W,501,8,9,20.5,67.8,0.0,20.9,262.3,1013.5,2.1,15.8,10,0.7,Clear,6,7,14
18,354,50,F,H,501,4,10,17.4,62.3,0.0,12.0,259.6,1011.5,6.4,15.0,10,0.95,Clear,10,3,10
18,354,67,M,B,501,2,17,14.6,48.4,0.0,12.1,264.5,1023.0,0.2,16.0,7,0.54,Clear,10,1,8
19,354,38,F,H,502,1,3,10.8,50.8,0.0,7.0,320.8,1022.5,1.1,16.0,6,0.03,Clear,4,6,13
1,354,43,M,B,501,2,7,13.1,72.6,0.0,8.7,291.5,1013.4,24.7,9.2,7,0.86,Partially cloudy,13,2,4
7,354,67,F,W,501,7,22,21.6,72.7,0.0,11.6,231.4,1011.1,24.0,14.8,6,0.8,Partially cloudy,11,3,9
6,354,44,M,W,501,11,1,15.5,80.9,0.0,13.0,286.3,1018.9,2.6,11.5,3,0.9,Clear,8,3,10
21,354,47,F,O,501,1,8,14.0,64.2,0.0,7.4,229.4,1021.2,66.1,15.7,5,0.56,Partially cloudy,11,1,6
16,354,37,F,H,501,12,3,15.6,79.9,0.0,10.3,258.3,1018.5,14.2,14.0,3,0.35,Clear,11,1,6
12,354,35,F,B,501,2,2,13.1,42.4,0.0,16.4,246.8,1015.0,0.4,14.5,6,0.05,Clear,17,6,1
7,354,78,F,B,501,7,13,23.8,52.9,0.0,20.5,246.1,1013.4,4.6,16.0,7,0.86,Clear,6,8,14
8,354,32,F,H,502,8,24,23.6,75.5,0.0,13.9,256.2,1010.3,41.0,12.7,9,0.2,Partially cloudy,3,10,17
10,354,43,F,W,501,8,26,21.9,78.4,0.0,11.9,255.8,1013.0,18.2,14.0,9,0.98,Clear,3,10,16
14,354,27,F,B,501,10,2,20.6,71.2,0.0,9.1,243.9,1013.3,49.1,16.0,8,0.25,Partially cloudy,4,8,15
18,354,51,F,H,501,6,3,18.2,74.7,0.0,13.4,231.1,1010.6,73.7,15.0,9,0.14,Partially cloudy,20,5,0
12,354,28,F,H,501,10,1,20.4,69.2,0.0,15.0,219.4,1011.2,57.6,16.0,8,0.21,Partially cloudy,12,0,6
19,354,55,M,F,501,11,3,13.9,46.2,0.0,17.2,302.5,1017.8,2.3,16.0,7,0.33,Clear,12,1,6
18,354,43,F,B,501,10,1,20.4,69.2,0.0,15.0,219.4,1011.2,57.6,16.0,8,0.21,Partially cloudy,8,4,11
10,354,34,M,W,502,1,16,13.1,68.5,1.812,8.5,184.6,1017.3,71.7,8.9,2,0.71,"Rain, Partially cloudy",17,7,0
11,354,25,F,B,501,2,11,13.1,61.6,0.0,12.6,199.6,1013.2,26.9,15.7,5,0.71,Partially cloudy,7,4,10
18,354,31,F,B,501,8,3,22.2,71.1,0.0,13.3,251.4,1012.8,4.6,15.9,9,0.21,Clear,20,6,0
6,354,35,F,W,203,8,30,23.2,62.4,0.0,16.2,244.2,1012.5,0.8,15.9,6,0.12,Clear,3,10,16
3,354,39,F,B,502,12,2,13.7,84.1,2.432,11.2,92.2,1019.6,95.8,11.8,2,0.31,"Rain, Overcast",17,7,0
6,354,2,M,W,501,8,31,26.4,48.9,0.0,12.8,252.9,1009.4,1.7,16.0,8,0.16,Clear,10,3,9
19,354,30,M,K,502,8,3,22.7,63.1,0.0,20.4,232.9,1014.8,4.9,15.7,7,0.57,Clear,12,2,8
21,354,61,F,B,502,1,23,10.5,75.5,9.713,7.9,61.0,1012.6,80.0,15.2,3,0.34,"Rain, Partially cloudy",8,2,9
12,354,30,F,B,501,3,1,10.9,56.5,6.812,21.9,289.0,1009.0,50.1,15.2,4,0.31,"Rain, Partially cloudy",12,0,6
12,354,50,F,B,501,3,3,11.5,69.2,0.0,16.7,241.1,1015.8,2.1,16.0,5,0.38,Clear,18,6,0
9,354,39,F,H,502,1,23,15.9,34.5,0.0,12.5,288.2,1020.0,0.0,15.9,6,0.7,Clear,0,10,17
3,354,22,F,B,501,11,3,13.9,46.2,0.0,17.2,302.5,1017.8,2.3,16.0,7,0.33,Clear,1,11,19
18,354,30,M,H,501,6,29,19.9,65.6,0.0,13.3,235.7,1010.8,55.8,16.0,7,0.31,Partially cloudy,7,8,13
11,354,31,F,W,501,2,7,16.6,30.7,0.0,16.2,258.9,1023.5,0.0,16.0,7,0.21,Clear,10,0,7
5,354,21,F,B,501,6,10,19.5,50.6,0.0,29.2,255.7,1017.3,0.2,16.0,10,0.0,Clear,13,1,7
3,354,76,F,B,502,6,17,20.0,74.8,0.0,16.9,234.4,1014.3,54.3,14.6,7,0.0,Partially cloudy,20,6,0
18,354,30,M,H,502,2,9,17.4,37.1,0.0,9.1,299.0,1022.0,0.2,16.0,5,0.64,Clear,17,7,0
6,354,67,M,W,501,8,19,22.3,68.1,0.0,20.1,264.2,1012.2,42.6,15.7,8,0.4,Partially cloudy,10,4,10
12,354,47,F,B,101,9,8,23.7,70.6,0.0,8.0,171.5,1004.9,94.9,11.2,3,0.72,Overcast,10,2,9
21,354,50,F,A,501,6,29,19.9,65.6,0.0,13.3,235.7,1010.8,55.8,16.0,7,0.31,Partially cloudy,2,12,18
18,354,25,F,B,501,12,2,13.7,84.1,2.432,11.2,92.2,1019.6,95.8,11.8,2,0.31,"Rain, Overcast",10,0,7
20,354,42,F,B,502,2,1,12.2,40.2,0.0,9.1,264.7,1020.8,0.7,16.0,4,0.37,Clear,4,7,13
8,354,51,M,O,501,1,12,13.5,65.3,0.0,12.8,265.5,1018.1,17.2,14.7,5,0.57,Clear,3,13,20
1,354,32,F,H,501,9,7,23.1,71.9,0.0,12.5,266.4,1013.2,2.6,14.6,9,0.03,Clear,12,0,7
2,354,33,F,H,502,6,5,19.4,70.2,0.0,21.9,239.9,1011.8,34.5,16.0,9,0.21,Partially cloudy,2,16,22
21,354,44,M,W,501,11,28,15.2,75.6,0.0,11.8,176.8,1013.5,84.9,13.6,5,0.17,Partially cloudy,1,9,16
16,354,42,F,H,501,8,1,23.3,67.7,0.0,13.4,249.8,1015.1,14.3,16.0,8,0.14,Clear,19,6,0
12,354,34,F,B,502,10,4,21.6,74.8,0.0,17.7,237.5,1013.1,1.4,16.0,8,0.32,Clear,10,2,9
17,354,37,F,W,501,1,30,17.3,28.8,0.0,9.8,308.2,1018.6,1.8,16.0,5,0.19,Clear,8,2,9
8,354,60,F,W,501,1,28,13.3,64.7,0.0,11.1,124.9,1015.2,55.1,15.8,4,0.25,Partially cloudy,0,10,17
2,354,30,F,H,502,8,20,26.8,61.7,0.0,11.7,256.2,1007.1,1.2,13.5,9,0.06,Clear,10,3,9
11,354,31,M,W,203,3,31,21.3,39.7,0.0,10.4,282.3,1016.6,0.6,14.8,10,0.61,Clear,0,12,19
5,354,38,F,H,502,3,20,15.3,62.1,0.04,9.9,108.2,1021.5,48.8,16.0,7,0.88,"Rain, Partially cloudy",19,7,0
18,354,39,F,H,501,4,26,14.9,62.4,0.0,16.2,258.1,1011.5,49.7,16.0,10,0.5,Partially cloudy,20,6,0
21,354,20,M,W,101,8,3,22.2,71.1,0.0,13.3,251.4,1012.8,4.6,15.9,9,0.21,Clear,2,16,22
19,354,44,F,O,501,10,14,19.2,82.1,0.0,5.3,205.7,1011.1,98.4,14.6,3,0.66,Overcast,5,6,13
10,354,35,F,B,501,10,10,19.8,80.7,0.0,12.5,232.8,1014.6,52.2,12.3,7,0.53,Partially cloudy,1,11,18
3,354,51,M,W,501,4,2,15.0,77.0,0.0,12.8,258.9,1015.6,84.0,14.4,5,0.05,Partially cloudy,19,6,0
12,354,34,M,B,501,12,2,13.7,84.1,2.432,11.2,92.2,1019.6,95.8,11.8,2,0.31,"Rain, Overcast",10,0,7
2,354,33,F,H,502,9,1,28.6,48.3,0.0,18.2,202.1,1006.3,3.4,15.9,7,0.19,Clear,5,8,15
15,354,56,M,O,502,1,13,14.5,58.6,0.0,8.4,283.0,1020.1,5.2,15.9,3,0.73,Clear,4,6,13
3,354,36,M,H,502,3,3,11.5,69.2,0.0,16.7,241.1,1015.8,2.1,16.0,5,0.38,Clear,12,0,6
11,354,40,F,W,501,8,2,23.9,56.0,0.0,19.9,264.9,1015.3,0.3,14.0,10,0.81,Clear,5,9,15
3,354,33,M,A,501,8,18,27.2,59.6,0.0,10.0,267.4,1011.2,1.6,13.5,9,0.0,Clear,9,4,10
19,354,19,M,H,501,4,15,15.5,68.7,0.0,22.9,245.5,1014.4,5.9,15.9,9,0.47,Clear,5,8,14
16,354,56,F,W,501,3,17,19.0,48.8,0.0,22.1,257.0,1016.5,2.9,15.7,8,0.48,Clear,1,11,18
12,354,28,F,B,501,10,2,20.6,71.2,0.0,9.1,243.9,1013.3,49.1,16.0,8,0.25,Partially cloudy,11,0,7
10,354,40,M,W,501,7,30,24.9,69.2,0.0,12.0,188.9,1012.1,8.4,13.7,7,0.43,Clear,1,15,21
19,354,32,M,H,501,5,17,17.0,78.9,0.0,17.3,230.1,1012.8,71.0,12.0,9,0.93,Partially cloudy,0,13,19
3,354,52,F,B,502,3,18,14.0,67.2,0.0,17.1,258.6,1019.7,1.6,16.0,8,0.17,Clear,19,7,0
17,354,67,F,B,502,9,14,22.3,61.8,0.0,10.6,281.4,1013.5,4.7,5.8,8,0.91,Clear,17,4,2
21,354,42,F,O,501,11,2,16.1,70.7,3.04,19.4,268.9,1015.5,45.1,13.3,6,0.3,"Rain, Partially cloudy",11,0,7
12,354,32,M,B,501,7,1,20.0,67.8,0.0,10.4,269.0,1011.6,63.4,15.9,10,0.38,Partially cloudy,12,2,8
13,354,47,M,B,501,2,1,12.2,40.2,0.0,9.1,264.7,1020.8,0.7,16.0,4,0.37,Clear,11,0,6
18,354,36,F,H,501,3,3,14.8,69.6,0.0,10.7,128.2,1012.7,31.5,13.3,8,0.04,Partially cloudy,12,0,6
17,354,82,F,W,501,1,8,13.1,73.6,0.0,8.9,91.2,1017.3,29.1,12.4,6,0.2,Partially cloudy,7,3,10
19,354,21,F,H,502,1,1,13.4,73.2,12.595,12.7,281.8,1007.8,37.0,15.5,3,0.32,"Rain, Partially cloudy",6,16,23
18,354,36,F,H,501,4,1,15.1,75.8,0.0,12.4,256.0,1012.1,26.6,15.3,8,0.02,Partially cloudy,11,1,8
2,354,54,M,W,502,4,2,15.0,77.0,0.0,12.8,258.9,1015.6,84.0,14.4,5,0.05,Partially cloudy,17,4,2
8,354,62,M,O,501,5,1,15.6,75.0,1.002,18.6,213.3,1010.7,88.7,13.9,7,0.37,"Rain, Partially cloudy",20,6,0
5,354,36,F,B,501,2,23,9.0,69.6,3.494,29.1,175.1,1015.8,77.9,15.5,5,0.12,"Rain, Partially cloudy",3,9,15
3,354,77,M,H,501,8,1,23.3,67.7,0.0,13.4,249.8,1015.1,14.3,16.0,8,0.14,Clear,20,6,0
8,354,34,F,O,502,5,9,16.0,72.7,0.0,15.1,231.7,1015.4,69.4,15.6,4,0.65,Partially cloudy,9,5,10
20,354,31,M,H,502,10,6,21.0,79.3,0.0,11.0,240.4,1016.0,65.6,10.5,7,0.39,Partially cloudy,12,1,6
4,354,34,M,H,501,2,22,10.4,48.4,0.033,40.4,272.1,1009.5,18.3,15.9,5,0.08,Rain,0,11,17
11,354,63,F,W,501,3,28,15.3,54.6,0.0,11.8,278.1,1020.4,15.4,15.8,9,0.15,Clear,13,0,7
18,354,38,F,H,501,11,28,16.0,52.4,0.0,6.5,280.0,1020.3,0.2,15.6,6,0.82,Clear,7,17,0
6,354,40,M,V,502,4,28,21.7,64.6,0.0,18.9,255.0,1014.4,6.6,12.4,10,0.2,Clear,3,11,17
3,354,23,F,B,501,6,14,20.6,69.6,0.0,20.5,238.5,1010.4,32.5,15.9,9,0.5,Partially cloudy,11,3,9
14,354,34,F,A,502,2,1,12.2,40.2,0.0,9.1,264.7,1020.8,0.7,16.0,4,0.37,Clear,17,6,1
6,354,64,F,W,501,12,7,12.0,71.3,0.0,12.9,261.9,1022.3,5.2,15.9,3,0.5,Clear,10,0,7
17,354,46,M,H,501,11,16,22.3,24.6,0.0,9.0,29.9,1015.3,0.1,15.7,6,0.05,Clear,6,4,10
20,354,54,M,B,501,5,1,20.6,61.7,0.0,17.4,247.6,1012.9,30.8,12.4,10,0.3,Partially cloudy,13,0,6
6,354,36,F,W,501,4,28,21.7,64.6,0.0,18.9,255.0,1014.4,6.6,12.4,10,0.2,Clear,11,3,9
19,354,36,F,H,501,1,1,13.4,73.2,12.595,12.7,281.8,1007.8,37.0,15.5,3,0.32,"Rain, Partially cloudy",10,0,7
9,354,34,F,A,501,1,13,15.4,43.2,0.0,7.9,308.0,1022.4,2.0,16.0,5,0.02,Clear,1,11,18
21,354,34,M,O,501,8,22,20.6,82.6,0.0,13.3,263.5,1014.2,57.0,14.9,9,0.85,Partially cloudy,3,11,17
19,354,29,F,W,203,2,17,13.2,24.3,0.0,9.2,357.5,1017.2,5.0,15.8,4,0.92,Clear,5,6,13
11,354,36,F,W,501,8,13,24.3,52.3,0.0,14.7,277.5,1011.3,3.0,16.0,9,0.83,Clear,7,7,13
6,354,26,M,H,501,11,6,15.3,82.0,0.0,11.4,253.5,1016.8,68.8,4.2,6,0.07,Partially cloudy,10,1,8
12,354,38,F,H,501,2,3,14.9,44.0,0.0,9.2,281.2,1022.5,4.4,16.0,6,0.44,Clear,17,6,0
9,354,51,F,B,502,10,30,18.7,54.4,0.0,11.1,245.5,1014.8,1.8,16.0,7,0.19,Clear,12,1,6
19,354,37,M,O,501,10,14,24.8,53.6,0.0,10.1,261.0,1013.6,0.3,15.3,7,0.93,Clear,5,6,13
9,354,34,F,H,101,2,8,17.9,26.1,0.0,9.6,322.7,1020.6,3.9,16.0,6,0.25,Clear,5,6,13
1,354,35,M,O,501,5,17,17.0,78.9,0.0,17.3,230.1,1012.8,71.0,12.0,9,0.93,Partially cloudy,9,5,11
8,354,78,F,W,502,12,20,13.0,52.2,0.0,10.4,293.0,1023.4,2.2,15.9,3,0.91,Clear,2,8,15
19,354,45,M,H,501,2,27,15.3,24.3,0.0,13.5,289.7,1023.4,2.8,16.0,7,0.9,Clear,3,8,15
3,354,29,F,H,501,11,2,16.1,70.7,3.04,19.4,268.9,1015.5,45.1,13.3,6,0.3,"Rain, Partially cloudy",12,1,6
14,354,29,F,O,502,7,27,25.9,59.2,0.0,15.8,239.7,1012.2,3.3,15.8,7,0.33,Clear,11,3,9
20,354,48,M,O,502,11,11,21.0,47.4,0.0,11.4,270.7,1017.2,0.1,15.8,6,0.25,Clear,7,4,10
18,354,56,M,B,501,1,6,14.2,64.9,0.0,7.8,289.1,1019.1,2.4,13.8,6,0.75,Clear,4,6,13
3,354,36,F,H,501,6,2,18.5,66.1,0.0,15.4,243.5,1014.5,59.6,16.0,7,0.46,Partially cloudy,6,8,14
14,354,27,F,O,501,9,30,21.4,75.8,0.0,10.9,217.4,1011.3,49.6,15.3,8,0.17,Partially cloudy,10,2,9
17,354,37,F,H,501,10,3,24.0,39.6,0.0,16.2,269.0,1012.4,0.9,16.0,7,0.91,Clear,18,6,1
21,354,60,M,W,501,3,11,18.5,68.5,0.0,14.8,216.8,1015.7,47.0,16.0,8,0.57,Partially cloudy,19,7,0
5,354,67,M,A,502,7,3,21.4,65.5,0.0,20.9,259.8,1014.5,0.9,15.8,10,0.45,Clear,12,2,8
6,354,60,M,W,501,2,18,14.2,36.5,0.0,14.2,257.7,1024.8,0.3,16.0,7,0.23,Clear,18,7,0
3,354,63,M,B,501,11,15,15.1,46.5,0.0,11.2,331.1,1019.5,0.5,16.0,4,0.74,Clear,11,0,6
2,354,38,M,H,501,9,6,23.5,69.6,0.0,15.8,164.3,1012.8,26.1,14.1,9,0.0,Partially cloudy,8,5,11
3,354,37,F,W,502,2,2,13.1,42.4,0.0,16.4,246.8,1015.0,0.4,14.5,6,0.05,Clear,16,6,1
5,354,21,F,W,501,2,5,14.0,62.1,0.0,13.4,269.5,1018.3,0.5,14.8,7,0.79,Clear,1,12,19
18,354,36,M,B,501,3,9,14.0,60.4,0.0,11.0,177.0,1014.3,10.9,16.0,8,0.23,Clear,18,6,0
19,354,48,F,H,502,10,3,20.5,74.9,0.0,13.8,234.0,1014.1,1.7,16.0,8,0.28,Clear,11,1,8
20,354,45,F,H,501,3,3,14.8,69.6,0.0,10.7,128.2,1012.7,31.5,13.3,8,0.04,Partially cloudy,17,6,0
